work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
2024,mi,FT,data analyst,90500,USD,90500.0,US,0,US,m,Medium
2023,mi,FT,data analyst,90500,USD,90500.0,US,0,US,m,Medium
2023,se,FT,business intelligence analyst,90400,USD,90400.0,US,0,US,m,Medium
2022,se,FT,data analyst,90320,USD,90320.0,US,0,US,m,Medium
2022,se,FT,data analyst,90320,USD,90320.0,US,100,US,m,Medium
2024,en,FT,data reporting analyst,90300,USD,90300.0,US,0,US,m,Medium
2023,se,FT,data engineer,90300,USD,90300.0,US,0,US,m,Medium
2023,mi,FT,data visualization specialist,90300,USD,90300.0,US,0,US,m,Medium
2024,mi,FT,business intelligence developer,90279,USD,90279.0,US,0,US,m,Medium
2024,mi,FT,data science,90100,USD,90100.0,US,0,US,m,Medium
2024,mi,FT,data scientist,90000,USD,90000.0,US,100,US,m,Medium
2024,se,FT,data engineer,90000,USD,90000.0,US,100,US,m,Medium
2024,en,FT,data specialist,90000,USD,90000.0,US,0,US,m,Medium
2024,en,FT,data operations analyst,90000,USD,90000.0,US,100,US,m,Medium
2024,en,FT,data management analyst,90000,USD,90000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,90000,USD,90000.0,US,100,US,m,Medium
2024,mi,FT,data analyst,90000,USD,90000.0,US,0,US,m,Medium
2024,se,FT,data scientist,90000,EUR,100000.0,FR,100,FR,m,Medium
2024,se,FT,ai engineer,90000,USD,90000.0,AE,0,AE,l,Medium
2024,en,FT,data analyst,90000,USD,90000.0,US,0,US,m,Medium
2024,se,FT,data science consultant,90000,USD,90000.0,US,0,US,m,Medium
2024,en,FT,business intelligence analyst,90000,USD,90000.0,AU,0,AU,m,Medium
2024,se,FT,machine learning scientist,90000,USD,90000.0,US,0,US,m,Medium
2024,mi,FT,robotics engineer,90000,USD,90000.0,US,0,US,m,Medium
2024,se,FT,data architect,90000,GBP,112500.0,GB,0,GB,m,High
2024,en,FT,data science,90000,USD,90000.0,US,0,US,m,Medium
2024,en,FT,business intelligence analyst,90000,USD,90000.0,US,100,US,m,Medium
2024,en,FT,data analyst,90000,USD,90000.0,US,100,US,m,Medium
2024,se,FT,data analyst,90000,USD,90000.0,CA,0,CA,m,Medium
2024,se,FT,data engineer,90000,GBP,112500.0,GB,0,GB,m,High
2024,mi,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2024,se,FT,data analyst,90000,USD,90000.0,US,0,US,m,Medium
2024,en,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2024,se,FT,data science manager,90000,USD,90000.0,US,100,US,m,Medium
2024,se,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2024,se,FT,bi developer,90000,USD,90000.0,US,100,US,m,Medium
2024,se,FT,ai engineer,90000,GBP,112500.0,GB,100,GB,m,High
2024,mi,FT,machine learning engineer,90000,EUR,100000.0,IE,100,IE,m,Medium
2024,en,FT,research analyst,90000,USD,90000.0,US,0,US,m,Medium
2023,en,FT,research analyst,90000,USD,90000.0,US,100,US,m,Medium
2023,ex,FT,head of data,90000,GBP,110736.0,GB,100,GB,m,High
2023,se,FT,data architect,90000,USD,90000.0,US,100,US,m,Medium
2023,mi,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data science consultant,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data modeler,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data scientist,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,90000,USD,90000.0,US,100,US,m,Medium
2023,mi,FT,data engineer,90000,USD,90000.0,US,100,US,m,Medium
2023,se,FT,marketing data scientist,90000,USD,90000.0,US,50,US,l,Medium
2023,se,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data specialist,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data scientist,90000,USD,90000.0,GB,0,GB,m,Medium
2023,se,FT,machine learning engineer,90000,USD,90000.0,CO,0,CO,m,Medium
2023,se,FT,data analyst,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data specialist,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data architect,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data analyst,90000,USD,90000.0,US,100,US,m,Medium
2023,ex,FT,data analyst,90000,USD,90000.0,US,100,US,m,Medium
2023,se,FT,data engineer,90000,GBP,110736.0,GB,0,GB,m,High
2023,mi,FT,data specialist,90000,USD,90000.0,US,100,US,m,Medium
2023,se,FT,data strategy manager,90000,USD,90000.0,US,100,US,m,Medium
2023,mi,FT,data scientist,90000,USD,90000.0,US,100,US,m,Medium
2023,mi,FT,data engineer,90000,GBP,110736.0,GB,100,GB,m,High
2023,en,FT,data engineer,90000,USD,90000.0,US,50,CA,l,Medium
2023,mi,FT,analytics engineer,90000,USD,90000.0,US,100,US,m,Medium
2023,mi,FT,data engineer,90000,USD,90000.0,FR,100,FR,m,Medium
2023,mi,FT,data analyst,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data scientist,90000,GBP,110736.0,GB,100,GB,m,High
2023,mi,FT,computer vision engineer,90000,GBP,110736.0,GB,100,GB,m,High
2023,en,FT,data analyst,90000,USD,90000.0,US,0,US,m,Medium
2023,en,FT,analytics engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data scientist,90000,USD,90000.0,US,100,US,m,Medium
2023,mi,FT,data modeller,90000,GBP,110736.0,GB,0,GB,m,High
2023,mi,FT,machine learning research engineer,90000,USD,90000.0,SA,100,SA,m,Medium
2023,se,FT,analytics engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data architect,90000,USD,90000.0,US,100,US,m,Medium
2023,en,FT,computer vision engineer,90000,USD,90000.0,IN,100,US,m,Medium
2023,mi,FT,data modeler,90000,GBP,110736.0,GB,0,GB,m,High
2023,mi,FT,data engineer,90000,GBP,110736.0,GB,0,GB,m,High
2023,se,FT,data strategist,90000,USD,90000.0,CA,0,CA,m,Medium
2023,mi,FT,machine learning engineer,90000,EUR,97171.0,NL,100,NL,l,Medium
2023,mi,FT,machine learning engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data scientist,90000,EUR,97171.0,IE,0,IE,m,Medium
2023,mi,FT,data scientist,90000,GBP,110736.0,GB,0,GB,m,High
2023,en,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,applied machine learning scientist,90000,USD,90000.0,US,100,US,l,Medium
2023,mi,FT,data science consultant,90000,USD,90000.0,US,0,US,m,Medium
2023,se,FT,data science manager,90000,USD,90000.0,MX,100,MX,m,Medium
2023,se,FT,machine learning software engineer,90000,USD,90000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,90000,GBP,110736.0,HR,0,HR,m,High
2023,mi,FT,data analyst,90000,GBP,110736.0,GB,0,GB,m,High
2021,en,FT,marketing data engineer,90000,SGD,66970.0,SG,50,SG,l,Medium
2023,se,FT,data engineer,90000,USD,90000.0,US,100,US,m,Medium
2022,mi,FT,data scientist,90000,EUR,94560.0,FR,100,FR,m,Medium
2022,mi,FT,machine learning engineer,90000,USD,90000.0,US,0,US,m,Medium
2022,mi,FT,data scientist,90000,USD,90000.0,US,100,US,m,Medium
2022,mi,FT,data engineer,90000,USD,90000.0,US,100,US,m,Medium
2022,se,FT,data engineer,90000,USD,90000.0,US,100,US,m,Medium
2022,mi,FT,data engineer,90000,GBP,110820.0,GB,0,GB,m,High
2022,se,CT,data analyst,90000,USD,90000.0,US,100,US,m,Medium
2022,mi,FT,data scientist,90000,GBP,110820.0,GB,0,GB,m,High
2022,se,FT,data engineer,90000,USD,90000.0,US,0,US,m,Medium
2022,mi,FT,data analyst,90000,SGD,65257.0,SG,50,SG,m,Medium
2022,mi,FT,data scientist,90000,USD,90000.0,US,0,US,m,Medium
2022,se,FT,data scientist,90000,GBP,110820.0,GB,0,GB,m,High
2022,mi,FT,business data analyst,90000,CAD,69133.0,CA,50,CA,l,Medium
2021,mi,FT,data analyst,90000,USD,90000.0,US,100,US,m,Medium
2021,mi,FT,data engineer,90000,USD,90000.0,US,100,US,l,Medium
2021,en,FT,data analyst,90000,USD,90000.0,US,100,US,s,Medium
2021,en,FT,data scientist,90000,USD,90000.0,US,100,US,s,Medium
2021,se,FT,data analyst,90000,CAD,71786.0,CA,100,CA,m,Medium
2021,en,FT,data science consultant,90000,USD,90000.0,US,100,US,s,Medium
2023,mi,FT,machine learning engineer,89700,GBP,110367.0,GB,0,GB,m,High
2023,se,FT,data engineer,89600,USD,89600.0,US,0,US,m,Medium
2023,mi,FT,data engineer,89600,GBP,110244.0,GB,0,GB,m,High
2024,mi,FT,business intelligence engineer,89500,USD,89500.0,US,100,US,m,Medium
2023,mi,FT,business intelligence engineer,89500,USD,89500.0,US,100,US,m,Medium
2023,se,FT,data engineer,89246,USD,89246.0,US,100,US,m,Medium
2022,se,FT,data analyst,89200,USD,89200.0,US,100,US,m,Medium
2023,se,FT,data analyst,89100,USD,89100.0,US,100,US,m,Medium
2023,en,FT,data analyst,89030,USD,89030.0,US,0,US,m,Medium
2024,en,FT,business intelligence analyst,89000,USD,89000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,89000,USD,89000.0,US,0,US,m,Medium
2024,se,FT,data analyst,89000,USD,89000.0,US,0,US,m,Medium
2023,se,FT,data analyst,89000,USD,89000.0,US,0,US,m,Medium
2024,mi,FT,data scientist,88995,USD,88995.0,AU,0,AU,m,Medium
2024,se,FT,data analyst,88854,USD,88854.0,US,0,US,m,Medium
2024,en,FT,data analyst,88800,USD,88800.0,US,0,US,m,Medium
2024,se,FT,data analyst,88670,USD,88670.0,US,0,US,m,Medium
2023,se,FT,data scientist,88600,USD,88600.0,US,0,US,m,Medium
2024,en,FT,data analyst,88200,USD,88200.0,US,100,US,m,Medium
2024,mi,FT,data scientist,88200,USD,88200.0,US,100,US,m,Medium
2023,en,FT,data analyst,88200,USD,88200.0,US,100,US,m,Medium
2022,se,FT,data scientist,88100,USD,88100.0,US,0,US,m,Medium
2024,se,FT,data analyst,88052,USD,88052.0,US,100,US,m,Medium
2023,se,FT,data analyst,88052,USD,88052.0,US,100,US,m,Medium
2024,mi,FT,data analyst,88000,USD,88000.0,US,100,US,m,Medium
2024,mi,FT,data operations specialist,88000,USD,88000.0,US,0,US,m,Medium
2024,mi,FT,data analytics manager,88000,USD,88000.0,US,0,US,m,Medium
2024,mi,FT,data specialist,88000,USD,88000.0,US,0,US,m,Medium
2024,se,FT,data developer,88000,USD,88000.0,CA,0,CA,m,Medium
2023,mi,FT,data devops engineer,88000,EUR,95012.0,DE,50,DE,l,Medium
2023,en,FT,data engineer,88000,USD,88000.0,US,0,US,m,Medium
2023,mi,FT,data engineer,88000,USD,88000.0,CO,0,CO,m,Medium
2023,se,FT,data analyst,88000,USD,88000.0,US,100,US,m,Medium
2023,mi,FT,data analyst,88000,USD,88000.0,US,0,US,m,Medium
2022,mi,FT,data scientist,88000,CAD,67597.0,CA,100,CA,m,Medium
2020,mi,FT,data engineer,88000,GBP,112872.0,GB,50,GB,l,High
2024,en,FT,data analyst,87999,USD,87999.0,US,0,US,m,Medium
2023,se,FT,data engineer,87980,USD,87980.0,US,0,US,m,Medium
2024,mi,FT,business intelligence developer,87800,USD,87800.0,US,0,US,m,Medium
2024,se,FT,data analyst,87600,USD,87600.0,US,0,US,m,Medium
2023,se,FT,data engineer,87570,USD,87570.0,US,0,US,m,Medium
2024,en,FT,data engineer,87550,USD,87550.0,US,100,US,m,Medium
2023,ex,FT,data analyst,87500,USD,87500.0,US,0,US,m,Medium
2023,mi,FT,data analyst,87500,USD,87500.0,US,100,US,m,Medium
2023,mi,FT,data specialist,87500,USD,87500.0,US,100,US,m,Medium
2023,mi,FT,business intelligence analyst,87500,USD,87500.0,US,100,US,m,Medium
2023,se,FT,data analyst,87500,USD,87500.0,US,0,US,m,Medium
2024,en,FT,data analyst,87400,USD,87400.0,US,0,US,m,Medium
2023,se,FT,research analyst,87400,USD,87400.0,US,0,US,m,Medium
2024,mi,FT,data scientist,87300,USD,87300.0,US,100,US,m,Medium
2023,mi,FT,data scientist,87300,USD,87300.0,US,100,US,m,Medium
2023,se,FT,bi analyst,87200,USD,87200.0,US,100,US,m,Medium
2024,mi,FT,data scientist,87000,USD,87000.0,US,0,US,m,Medium
2024,se,FT,data analyst,87000,USD,87000.0,US,0,US,m,Medium
2024,en,FT,data analyst,87000,USD,87000.0,US,0,US,m,Medium
2024,se,FT,ml engineer,87000,GBP,108750.0,GB,0,GB,s,High
2023,se,FT,data engineer,87000,USD,87000.0,CA,0,CA,m,Medium
2023,se,FT,analytics engineer,87000,USD,87000.0,US,0,US,m,Medium
2023,se,FT,data analyst,87000,USD,87000.0,US,100,US,m,Medium
2023,mi,FT,machine learning engineer,87000,USD,87000.0,US,0,US,m,Medium
2021,se,FT,head of data,87000,EUR,102839.0,SI,100,SI,l,High
2020,mi,FT,lead data analyst,87000,USD,87000.0,US,100,US,l,Medium
2024,en,FT,data science,86900,USD,86900.0,US,0,US,m,Medium
2023,se,FT,data specialist,86900,USD,86900.0,US,0,US,m,Medium
2024,mi,FT,data scientist,86800,USD,86800.0,US,0,US,m,Medium
2024,en,FT,data scientist,86800,USD,86800.0,US,0,US,m,Medium
2023,se,FT,data analyst,86720,USD,86720.0,US,100,US,m,Medium
2023,se,FT,data scientist,86700,USD,86700.0,US,0,US,l,Medium
2024,mi,FT,data scientist,86600,USD,86600.0,US,100,US,m,Medium
2024,en,FT,data analyst,86600,USD,86600.0,US,0,US,m,Medium
2023,se,FT,data analyst,86600,USD,86600.0,US,100,US,m,Medium
2023,mi,FT,data scientist,86600,USD,86600.0,US,100,US,m,Medium
2024,mi,FT,data engineer,86500,USD,86500.0,US,0,US,m,Medium
2023,se,FT,ai engineer,86500,USD,86500.0,US,0,US,m,Medium
2023,en,FT,data analyst,86500,USD,86500.0,US,0,US,l,Medium
2023,se,FT,data analyst,86466,USD,86466.0,US,100,US,m,Medium
2024,mi,FT,data engineer,86424,USD,86424.0,US,0,US,m,Medium
2023,mi,FT,data analyst,86400,USD,86400.0,US,0,US,m,Medium
2023,se,FT,data engineer,86250,USD,86250.0,US,0,US,m,Medium
2024,mi,FT,data scientist,86218,USD,86218.0,CA,0,CA,m,Medium
2024,se,FT,data analyst,86146,EUR,95717.0,NL,100,NL,m,Medium
2023,mi,FT,bi analyst,86100,USD,86100.0,US,0,US,m,Medium
2024,mi,FT,data analyst,86078,USD,86078.0,US,0,US,m,Medium
2024,se,FT,data analyst,86026,EUR,95584.0,DE,100,DE,m,Medium
2024,se,FT,research engineer,86000,USD,86000.0,US,0,US,m,Medium
2024,mi,FT,research scientist,86000,USD,86000.0,US,0,US,m,Medium
2024,en,FT,business intelligence analyst,86000,USD,86000.0,US,0,US,m,Medium
2024,se,FT,business intelligence analyst,86000,USD,86000.0,US,0,US,m,Medium
2024,mi,FT,data science,86000,USD,86000.0,US,0,US,m,Medium
2024,mi,FT,data analyst,86000,USD,86000.0,US,0,US,m,Medium
2024,mi,FT,data scientist,86000,USD,86000.0,US,0,US,m,Medium
2024,en,FT,data analyst,86000,USD,86000.0,US,0,US,m,Medium
2024,se,FT,data scientist,86000,USD,86000.0,US,0,US,m,Medium
2024,se,FT,data architect,86000,USD,86000.0,US,0,US,m,Medium
2024,se,FT,data science,86000,USD,86000.0,US,0,US,m,Medium
2024,se,FT,data engineer,86000,USD,86000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,86000,USD,86000.0,US,0,US,m,Medium
2024,se,FT,research scientist,86000,USD,86000.0,US,0,US,m,Medium
2023,mi,FT,data engineer,86000,USD,86000.0,US,100,US,m,Medium
2023,se,FT,data science,86000,USD,86000.0,US,0,US,m,Medium
2023,mi,FT,data scientist,86000,USD,86000.0,US,0,US,m,Medium
2023,en,FT,data analyst,86000,USD,86000.0,US,0,US,m,Medium
2023,se,FT,data strategist,86000,USD,86000.0,US,0,US,m,Medium
2023,se,FT,data manager,86000,USD,86000.0,US,100,US,m,Medium
2022,en,FT,data engineer,86000,USD,86000.0,US,100,US,l,Medium
2024,en,FT,data analyst,85900,USD,85900.0,MX,0,MX,m,Medium
2023,mi,FT,data engineer,85800,USD,85800.0,US,0,US,m,Medium
2024,mi,FT,data engineer,85750,USD,85750.0,US,0,US,m,Medium
2024,mi,FT,machine learning engineer,85700,USD,85700.0,US,0,US,m,Medium
2023,se,FT,data analyst,85700,USD,85700.0,US,0,US,m,Medium
2022,se,FT,data analyst,85700,USD,85700.0,US,0,US,m,Medium
2023,en,FT,data manager,85600,USD,85600.0,US,0,US,m,Medium
2023,en,FT,bi developer,85600,USD,85600.0,US,0,US,m,Medium
2023,en,FT,data scientist,85600,USD,85600.0,US,0,US,m,Medium
2024,en,FT,data analyst,85500,USD,85500.0,US,100,US,m,Medium
2024,se,FT,data analyst,85500,USD,85500.0,US,0,US,m,Medium
2023,se,FT,analytics engineer,85500,USD,85500.0,US,0,US,m,Medium
2023,se,FT,data developer,85500,USD,85500.0,US,0,US,m,Medium
2023,se,FT,data analyst,85500,USD,85500.0,US,0,US,m,Medium
2024,se,FT,research scientist,85469,USD,85469.0,US,100,US,m,Medium
2023,mi,FT,research engineer,85445,USD,85445.0,US,0,US,m,Medium
2024,en,FT,data analyst,85420,USD,85420.0,US,0,US,m,Medium
2024,se,FT,business intelligence,85393,USD,85393.0,US,100,US,m,Medium
2023,mi,FT,data engineer,85300,USD,85300.0,CA,0,CA,m,Medium
2023,en,FT,data analyst,85256,USD,85256.0,US,0,US,m,Medium
2024,se,FT,data scientist,85000,USD,85000.0,US,0,US,m,Medium
2024,mi,FT,data developer,85000,USD,85000.0,US,100,US,m,Medium
2024,se,FT,business intelligence manager,85000,GBP,106250.0,GB,0,GB,m,High
2024,se,FT,ai engineer,85000,USD,85000.0,US,100,US,m,Medium
2024,mi,FT,data engineer,85000,USD,85000.0,US,100,US,m,Medium
2024,en,FT,data analyst,85000,USD,85000.0,US,0,US,m,Medium
2024,mi,FT,bi analyst,85000,USD,85000.0,US,100,US,m,Medium
2024,en,FT,business intelligence analyst,85000,USD,85000.0,US,0,US,m,Medium
2024,mi,FT,data analyst,85000,USD,85000.0,US,100,US,m,Medium
2024,se,FT,data management consultant,85000,USD,85000.0,US,0,US,m,Medium
2024,se,FT,bi analyst,85000,USD,85000.0,US,0,US,m,Medium
2024,se,FT,data analyst,85000,USD,85000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,85000,GBP,106250.0,GB,0,GB,m,High
2024,mi,FT,data strategist,85000,USD,85000.0,US,0,US,m,Medium
2024,se,FT,machine learning engineer,85000,USD,85000.0,US,0,US,m,Medium
2024,se,FT,machine learning engineer,85000,USD,85000.0,AR,100,AR,m,Medium
2024,se,FT,business intelligence engineer,85000,USD,85000.0,US,100,US,m,Medium
2024,mi,FT,data scientist,85000,USD,85000.0,US,0,US,m,Medium
2024,en,FT,data quality analyst,85000,USD,85000.0,LB,0,LB,m,Medium
2024,mi,FT,machine learning engineer,85000,EUR,94444.0,IE,100,IE,m,Medium
2023,mi,FT,data analyst,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,data specialist,85000,USD,85000.0,US,0,US,m,Medium
2023,en,FT,business intelligence analyst,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,85000,USD,85000.0,US,100,US,m,Medium
2023,en,FT,data analyst,85000,USD,85000.0,US,100,US,m,Medium
2023,en,FT,data scientist,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,data product owner,85000,GBP,104584.0,GB,0,GB,m,High
2023,se,FT,data engineer,85000,USD,85000.0,US,0,US,m,Medium
2023,se,FT,data analyst,85000,USD,85000.0,US,100,US,m,Medium
2023,mi,FT,data engineer,85000,USD,85000.0,US,0,US,m,Medium
2023,en,FT,data engineer,85000,USD,85000.0,US,100,US,m,Medium
2023,se,FT,data analyst,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,ml engineer,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,ml engineer,85000,USD,85000.0,US,100,US,m,Medium
2023,se,FT,data architect,85000,GBP,104584.0,GB,0,GB,m,High
2023,mi,FT,data strategist,85000,USD,85000.0,US,0,US,m,Medium
2023,en,FT,data integration specialist,85000,USD,85000.0,CA,0,CA,m,Medium
2023,mi,FT,data analytics lead,85000,GBP,104584.0,GB,0,GB,m,High
2023,en,FT,bi data analyst,85000,USD,85000.0,CA,100,US,m,Medium
2023,se,FT,principal data engineer,85000,EUR,91773.0,ES,100,ES,m,Medium
2023,mi,FT,data engineer,85000,GBP,104584.0,GB,100,GB,m,High
2023,se,FT,data engineer,85000,USD,85000.0,US,100,US,m,Medium
2023,se,FT,data specialist,85000,USD,85000.0,US,0,US,m,Medium
2023,se,FT,data scientist,85000,USD,85000.0,US,100,US,m,Medium
2023,mi,FT,data scientist,85000,USD,85000.0,US,0,US,m,Medium
2023,en,FT,data engineer,85000,USD,85000.0,US,0,US,m,Medium
2023,se,FT,data analytics specialist,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,data engineer,85000,GBP,104584.0,GB,0,GB,m,High
2022,en,FT,data scientist,85000,USD,85000.0,US,0,US,m,Medium
2023,mi,FT,research scientist,85000,USD,85000.0,US,0,US,m,Medium
2022,en,FT,data engineer,85000,USD,85000.0,US,0,US,m,Medium
2022,mi,FT,analytics engineer,85000,GBP,104663.0,GB,0,GB,m,High
2022,mi,FT,machine learning engineer,85000,GBP,104663.0,GB,0,GB,m,High
2022,mi,FT,data scientist lead,85000,EUR,89306.0,AT,50,AT,l,Medium
2022,mi,FT,data scientist,85000,USD,85000.0,US,100,US,m,Medium
2022,mi,FT,data analyst,85000,USD,85000.0,US,0,US,m,Medium
2022,mi,FT,analytics engineer,85000,USD,85000.0,US,100,US,m,Medium
2022,se,FT,data engineer,85000,USD,85000.0,US,100,US,m,Medium
2022,mi,FT,data scientist,85000,EUR,89306.0,NL,0,NL,m,Medium
2022,se,FT,machine learning engineer,85000,USD,85000.0,US,100,US,m,Medium
2022,mi,FT,data engineer,85000,GBP,104663.0,GB,0,GB,m,High
2022,mi,FT,data analyst,85000,USD,85000.0,CA,0,CA,m,Medium
2022,se,FT,research scientist,85000,EUR,89306.0,FR,50,FR,l,Medium
2021,ex,FT,head of data science,85000,USD,85000.0,RU,0,RU,m,Medium
2020,se,FT,big data engineer,85000,GBP,109024.0,GB,50,GB,m,High
2021,en,FT,machine learning engineer,85000,USD,85000.0,NL,100,DE,s,Medium
2020,mi,FT,data analyst,85000,USD,85000.0,US,100,US,l,Medium
2021,mi,FT,data scientist,85000,GBP,116914.0,GB,50,GB,l,High
2022,se,FT,data engineer,84958,GBP,104611.0,GB,100,GB,m,High
2022,se,FT,data analyst,84900,USD,84900.0,US,100,US,m,Medium
2024,se,FT,data analyst,84870,USD,84870.0,US,0,US,m,Medium
2023,se,FT,data analyst,84870,USD,84870.0,US,0,US,m,Medium
2023,se,FT,data engineer,84800,USD,84800.0,US,0,US,m,Medium
2024,se,FT,business intelligence,84750,USD,84750.0,US,0,US,m,Medium
2023,se,FT,data science,84750,USD,84750.0,US,0,US,m,Medium
2023,se,FT,business intelligence analyst,84750,USD,84750.0,US,0,US,m,Medium
2024,se,FT,business intelligence analyst,84700,USD,84700.0,US,0,US,m,Medium
2023,se,FT,data science lead,84700,USD,84700.0,US,0,US,m,Medium
2023,se,FT,business intelligence engineer,84600,USD,84600.0,US,100,US,m,Medium
2023,mi,FT,research scientist,84570,GBP,104055.0,GB,0,GB,m,High
2024,se,FT,data engineer,84533,USD,84533.0,US,100,US,m,Medium
2024,se,FT,data architect,84500,USD,84500.0,US,100,US,m,Medium
2024,se,FT,machine learning scientist,84500,USD,84500.0,US,0,US,m,Medium
2024,se,FT,data scientist,84500,USD,84500.0,US,0,US,m,Medium
2023,se,FT,data analyst,84400,USD,84400.0,US,0,US,m,Medium
2024,en,FT,data analyst,84105,USD,84105.0,US,0,US,m,Medium
2024,en,FT,research analyst,84068,USD,84068.0,US,0,US,m,Medium
2024,en,FT,data analyst,84000,USD,84000.0,US,0,US,m,Medium
2024,mi,FT,data analyst,84000,USD,84000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,84000,USD,84000.0,US,0,US,m,Medium
2024,mi,FT,machine learning engineer,84000,EUR,93333.0,DE,100,DE,m,Medium
2024,en,FT,data scientist,84000,USD,84000.0,US,0,US,m,Medium
2023,se,FT,data analytics lead,84000,USD,84000.0,US,0,US,m,Medium
2023,mi,FT,machine learning engineer,84000,USD,84000.0,VN,100,VN,m,Medium
2023,se,FT,data engineer,84000,USD,84000.0,US,100,US,m,Medium
2023,mi,FT,analytics engineer,84000,USD,84000.0,US,100,US,m,Medium
2023,en,FT,analytics engineer,84000,USD,84000.0,US,0,US,m,Medium
2023,se,FT,analytics engineer,84000,USD,84000.0,US,0,US,m,Medium
2023,se,FT,data analyst,84000,USD,84000.0,CO,100,CO,m,Medium
2022,se,FT,data scientist,84000,EUR,88256.0,ES,100,GB,l,Medium
2023,se,FT,data scientist,84000,USD,84000.0,US,100,US,m,Medium
2022,se,FT,analytics engineer,84000,GBP,103432.0,GB,0,GB,m,High
2022,mi,FT,data scientist,84000,USD,84000.0,BR,100,BR,m,Medium
2022,se,FT,ml engineer,84000,USD,84000.0,US,100,US,m,Medium
2023,se,FT,data engineer,83913,EUR,90599.0,DE,100,DE,m,Medium
2024,mi,FT,data scientist,83900,USD,83900.0,US,0,US,m,Medium
2024,mi,FT,data engineer,83900,USD,83900.0,US,0,US,m,Medium
2024,mi,FT,machine learning engineer,83900,EUR,93222.0,ES,100,ES,m,Medium
2024,mi,FT,ai engineer,83900,USD,83900.0,US,0,US,m,Medium
2024,mi,FT,data visualization specialist,83900,USD,83900.0,US,0,US,m,Medium
2024,mi,FT,data science practitioner,83900,USD,83900.0,US,0,US,m,Medium
2023,se,FT,data science practitioner,83900,USD,83900.0,US,0,US,m,Medium
2023,mi,FT,data engineer,83900,USD,83900.0,US,0,US,m,Medium
2023,se,FT,data visualization specialist,83900,USD,83900.0,US,0,US,m,Medium
2023,se,FT,data visualization engineer,83900,USD,83900.0,US,0,US,m,Medium
2023,se,FT,ai engineer,83900,USD,83900.0,US,0,US,m,Medium
2023,se,FT,data analyst,83700,USD,83700.0,US,100,US,m,Medium
2024,en,FT,data analyst,83646,USD,83646.0,CA,0,CA,m,Medium
2024,se,FT,data analyst,83576,USD,83576.0,US,0,US,m,Medium
2023,mi,FT,data engineer,83500,USD,83500.0,US,0,US,m,Medium
2023,mi,FT,data analyst,83500,USD,83500.0,US,100,US,m,Medium
2024,se,FT,analytics engineer,83376,GBP,104220.0,GB,0,GB,m,High
2023,se,FT,data analyst,83376,GBP,102586.0,GB,0,GB,m,High
2022,se,FT,analytics engineer,83376,GBP,102663.0,GB,100,GB,m,High
2023,mi,FT,business intelligence analyst,83339,USD,83339.0,US,100,US,m,Medium
2024,en,FT,data analyst,83300,USD,83300.0,US,0,US,m,Medium
2024,mi,FT,data manager,83300,USD,83300.0,US,0,US,m,Medium
2023,en,FT,data analyst,83300,USD,83300.0,US,0,US,m,Medium
2023,se,FT,machine learning engineer,83300,GBP,102492.0,GB,0,GB,m,High
2023,se,FT,data engineer,83300,GBP,102492.0,GB,0,GB,m,High
2023,mi,FT,data scientist,83280,CAD,61699.0,CA,100,CA,l,Medium
2023,se,FT,data scientist,83270,USD,83270.0,US,100,US,m,Medium
2024,en,FT,research analyst,83200,USD,83200.0,US,100,US,m,Medium
2023,en,CT,product data analyst,83200,USD,83200.0,US,50,US,s,Medium
